mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__alpha,param_vectorization,param_vectorization__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1581200122833252,0.040756163827132735,0.01819643974304199,0.005834013470154318,1,CountVectorizer(),1000,"{'classifier__alpha': 1, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.9130775254502741,0.9318715740015662,0.9043887147335423,0.9169278996865203,0.9153605015673981,0.9163252430878602,0.008899558472897232,4,0.928305582761998,0.9273261508325171,0.9336075205640423,0.9292988640814728,0.9289071680376029,0.9294890572555266,0.0021640371808502186
0.1462779998779297,0.02733665409410642,0.020201349258422853,0.004429733956707671,1,CountVectorizer(),1500,"{'classifier__alpha': 1, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.9162098668754894,0.9287392325763508,0.9059561128526645,0.9177115987460815,0.9177115987460815,0.9172656819593337,0.007225803016861999,3,0.9312438785504408,0.931439764936337,0.9357618488053271,0.9336075205640423,0.9318448883666275,0.932779580244555,0.001709183699975325
0.14049367904663085,0.03573314790820399,0.01767439842224121,0.0069797512705993036,1,CountVectorizer(),2000,"{'classifier__alpha': 1, 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.9169929522317932,0.9287392325763508,0.9075235109717869,0.920846394984326,0.9161442006269592,0.9180492582782434,0.006893996050543874,1,0.9349657198824681,0.9333986287952988,0.9383078730904818,0.9369369369369369,0.9347826086956522,0.9356783534801675,0.0017323830812517886
0.14049944877624512,0.024785215696795402,0.020647048950195312,0.012228914296417428,1,CountVectorizer(),5000,"{'classifier__alpha': 1, 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.9169929522317932,0.9279561472200469,0.908307210031348,0.9192789968652038,0.9161442006269592,0.9177359013950703,0.0063058746257700134,2,0.9357492654260529,0.9343780607247796,0.9388954171562868,0.9369369369369369,0.936153544849197,0.9364226450186506,0.0014889780477599726
0.10403666496276856,0.005652486802205872,0.02811851501464844,0.007067808028936378,10,CountVectorizer(),1000,"{'classifier__alpha': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.8903680501174628,0.889584964761159,0.890282131661442,0.8942006269592476,0.8871473354231975,0.8903166217845018,0.002265790311534972,5,0.8965719882468168,0.8965719882468168,0.900313356835096,0.8981590285938112,0.9010967489228359,0.8985426221690753,0.0018747269067156524
0.13574657440185547,0.026074660803134565,0.02130613327026367,0.0073448079213904475,10,CountVectorizer(),1500,"{'classifier__alpha': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.884886452623336,0.8825371965544244,0.8793103448275862,0.8879310344827587,0.8855799373040752,0.8840489931584361,0.0029276505990822495,6,0.8904995102840353,0.8895200783545544,0.8918918918918919,0.8887583235409322,0.8920877399138268,0.8905515087970481,0.0012991303899849331
0.15229225158691406,0.028839550924009832,0.02233090400695801,0.006743167336398155,10,CountVectorizer(),2000,"{'classifier__alpha': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.8825371965544244,0.8778386844166014,0.877742946708464,0.8832288401253918,0.8808777429467085,0.8804450821503181,0.0022981858758958813,7,0.8865817825661116,0.8873653281096964,0.8887583235409322,0.8866039952996475,0.8891500195848022,0.887691889820238,0.0010757247273655512
0.11388077735900878,0.015275553680795103,0.02035970687866211,0.0055908758601252995,10,CountVectorizer(),5000,"{'classifier__alpha': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.8817541111981206,0.8770555990602976,0.8769592476489029,0.8793103448275862,0.8800940438871473,0.8790346693244109,0.0018339972624393833,8,0.884818805093046,0.8842311459353575,0.8877790834312573,0.8842538190364277,0.8871915393654524,0.8856548785723082,0.001520695497678311
