mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__class_weight,param_classifier__l1_ratio,param_classifier__penalty,param_classifier__solver,param_vectorization,param_vectorization__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.0502546310424805,0.6665756565683657,0.021737337112426758,0.006135109319151432,1,balanced,0.4,elasticnet,saga,TfidfVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.8872357086922474,0.8911511354737667,0.8746081504702194,0.877742946708464,0.8706896551724138,0.8802855193034222,0.007709014826700208,42,0.9000979431929481,0.9091087169441724,0.9140227183705445,0.900705052878966,0.9077555816686251,0.9063380026110511,0.005280335383857662
0.7195969104766846,0.06083032898526679,0.021258783340454102,0.0065234316849893444,1,balanced,0.4,elasticnet,saga,TfidfVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.8872357086922474,0.889584964761159,0.8738244514106583,0.8769592476489029,0.8714733542319749,0.8798155453489885,0.007268344728392134,44,0.9028403525954947,0.9118511263467189,0.9155895025460243,0.9036427732079906,0.9103016059537798,0.9088450721300017,0.004894195850847676
0.784440279006958,0.053513896388608054,0.0176638126373291,0.0032565628493421927,1,balanced,0.4,elasticnet,saga,TfidfVectorizer(),5000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.8880187940485513,0.8888018794048551,0.8730407523510971,0.8785266457680251,0.8683385579937304,0.879345325913252,0.00807740401922084,48,0.9034280117531831,0.9138099902056807,0.9171562867215041,0.9059929494712103,0.9128476302389346,0.9106469736781027,0.005118438663132297
1.1147868156433105,0.04435062176396079,0.016122150421142577,0.007227112885962943,1,balanced,0.5,elasticnet,saga,CountVectorizer(),1000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.9091620986687549,0.9021143304620204,0.8761755485893417,0.8832288401253918,0.8910658307210031,0.8923493297133023,0.012036995766420259,19,0.9132223310479922,0.9243878550440744,0.926361143752448,0.9173521347434391,0.9287113200156678,0.9220069569207243,0.005803673398360536
1.3519115924835206,0.15891519857982195,0.017975759506225587,0.007936365040931445,1,balanced,0.5,elasticnet,saga,CountVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.9115113547376664,0.9036805011746281,0.8808777429467085,0.8832288401253918,0.8934169278996865,0.8945430733768163,0.011725497793855287,14,0.9189030362389814,0.928305582761998,0.9310614962788876,0.9220524872698785,0.9336075205640423,0.9267860246227576,0.005507620237956096
1.4496387481689452,0.14653985700660066,0.016816329956054688,0.010158561164369046,1,balanced,0.5,elasticnet,saga,CountVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.9122944400939702,0.9052466718872357,0.8863636363636364,0.8847962382445141,0.8934169278996865,0.8964235828978084,0.010725377845940317,6,0.922820763956905,0.9308521057786484,0.9338033685859772,0.9232275754014885,0.935957696827262,0.9293323021100562,0.005401183408998322
1.5426749229431151,0.07211702587415784,0.01724872589111328,0.002553503366537443,1,balanced,0.5,elasticnet,saga,CountVectorizer(),5000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.9122944400939702,0.9060297572435395,0.8847962382445141,0.8871473354231975,0.8949843260188087,0.8970504194048059,0.010634974799495135,4,0.9249755142017629,0.9322233104799217,0.9357618488053271,0.9257735996866432,0.9371327849588719,0.9311734116265054,0.005004839164936798
0.5053497791290283,0.022451109442422266,0.015103721618652343,0.005252667219020776,1,balanced,0.5,elasticnet,saga,TfidfVectorizer(),1000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.884886452623336,0.8903680501174628,0.8659874608150471,0.8753918495297806,0.8699059561128527,0.8773079538396958,0.009106199503568604,56,0.8977473065621939,0.9040156709108716,0.9089306698002351,0.8965922444183314,0.9028593811202507,0.9020290545623766,0.004475726758409634
0.6703898429870605,0.07769409732258883,0.018752336502075195,0.006247165662142297,1,balanced,0.5,elasticnet,saga,TfidfVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.884886452623336,0.8919342208300705,0.8706896551724138,0.877742946708464,0.8699059561128527,0.8790318462894275,0.008429507344911293,52,0.8995102840352596,0.9091087169441724,0.9134351743047395,0.9010967489228359,0.9065804935370153,0.9059462835488045,0.005126924377644611
0.6922417163848877,0.07238748720407248,0.018752622604370116,0.006249408029157983,1,balanced,0.5,elasticnet,saga,TfidfVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.8872357086922474,0.889584964761159,0.8730407523510971,0.8769592476489029,0.8699059561128527,0.879345325913252,0.007767252585664325,48,0.9014691478942214,0.9116552399608228,0.9140227183705445,0.9034469251860556,0.90912651782217,0.9079441098467628,0.004780582790592368
0.7338969707489014,0.07495326376816494,0.01875905990600586,0.006251193950638572,1,balanced,0.5,elasticnet,saga,TfidfVectorizer(),5000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.8841033672670321,0.8903680501174628,0.872257053291536,0.877742946708464,0.8706896551724138,0.8790322145113818,0.007367239326993221,51,0.9036238981390793,0.9132223310479922,0.9159811985898942,0.9061887974931453,0.9110849980415198,0.910020244662326,0.004527985533590803
1.1310360908508301,0.10726744542263762,0.01974520683288574,0.006069840185724187,1,balanced,0.6,elasticnet,saga,CountVectorizer(),1000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.9075959279561472,0.9028974158183242,0.8730407523510971,0.8800940438871473,0.890282131661442,0.8907820543348315,0.013105156360124102,21,0.9124387855044075,0.9234084231145936,0.9261652957305131,0.9159811985898942,0.9287113200156678,0.9213410045910152,0.006161924680564668
1.694112205505371,1.04674255738441,0.015628528594970704,1.1523685235455942e-05,1,balanced,0.6,elasticnet,saga,CountVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.9083790133124511,0.9036805011746281,0.8785266457680251,0.8816614420062696,0.8926332288401254,0.8929761662203,0.01173677738346974,16,0.918511263467189,0.9269343780607248,0.9310614962788876,0.9204857030943987,0.9332158245201724,0.9260417330842745,0.005745256607269057
1.1037468433380127,0.03597140277900474,0.01357731819152832,0.005981350616391543,1,balanced,0.6,elasticnet,saga,CountVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.9099451840250588,0.9060297572435395,0.8832288401253918,0.8824451410658307,0.8926332288401254,0.8948564302599893,0.011372750787885397,13,0.9218413320274241,0.9288932419196866,0.9332158245201724,0.9220524872698785,0.9347826086956522,0.9281570988865628,0.005425590951062311
